年份,性別,地區,縣市,cancer,癌症發生數,平均年齡,年齡中位數
2016,男,中彰投,台中市,大腸,1020,64.60,65.00
2016,男,中彰投,台中市,肝,826,64.20,63.00
2016,男,中彰投,台中市,肺,806,67.20,67.00
2016,男,中彰投,台中市,皮膚,211,69.90,72.00
2016,男,中彰投,台中市,攝護腺,592,71.80,71.50
2016,男,中彰投,台中市,甲狀腺,82,51.10,50.50
2016,男,中彰投,台中市,白血病,148,58.90,63.00
2016,男,中彰投,台中市,非何杰金氏淋巴瘤,159,62.70,64.00
2016,男,雲嘉南,台南市,口腔,551,55.30,55.00
2016,男,雲嘉南,台南市,食道,158,60.30,59.00
2016,男,雲嘉南,台南市,胃,174,67.60,67.50
2016,男,雲嘉南,台南市,大腸,777,65.40,65.00
2016,男,雲嘉南,台南市,肝,850,63.50,63.00
2016,男,雲嘉南,台南市,肺,703,67.40,68.00
2016,男,雲嘉南,台南市,皮膚,273,70.70,74.00
2016,男,雲嘉南,台南市,攝護腺,502,72.80,73.00
2016,男,雲嘉南,台南市,甲狀腺,72,50.20,52.00
2016,男,雲嘉南,台南市,白血病,121,60.30,64.00
2016,男,雲嘉南,台南市,非何杰金氏淋巴瘤,125,63.30,67.00
2016,男,高屏,高雄市,口腔,1058,56.30,56.00
2016,男,高屏,高雄市,食道,330,57.60,57.00
2016,男,高屏,高雄市,胃,265,69.30,69.00
2016,男,高屏,高雄市,大腸,1157,66.00,65.00
2016,男,高屏,高雄市,肝,1201,63.60,63.00
2016,男,高屏,高雄市,肺,942,67.40,67.00
2016,男,高屏,高雄市,皮膚,290,70.20,72.00
2016,男,高屏,高雄市,攝護腺,672,72.50,72.00
2016,男,高屏,高雄市,甲狀腺,133,50.30,51.00
2016,男,高屏,高雄市,白血病,165,57.70,61.00
2016,男,高屏,高雄市,非何杰金氏淋巴瘤,173,61.80,64.00
2016,男,北北基,基隆市,口腔,97,55.40,54.00
2016,男,北北基,基隆市,食道,52,59.90,60.00
2016,男,北北基,基隆市,胃,62,69.10,66.00
2016,男,北北基,基隆市,大腸,120,66.10,65.00
2016,男,北北基,基隆市,肝,126,65.60,65.00
2016,男,北北基,基隆市,肺,132,70.50,71.00
2016,男,北北基,基隆市,皮膚,16,70.20,70.00
2016,男,北北基,基隆市,攝護腺,83,73.10,74.00
2016,男,北北基,基隆市,甲狀腺,11,54.80,55.00
2016,男,北北基,基隆市,白血病,20,55.90,58.00
2016,男,北北基,基隆市,非何杰金氏淋巴瘤,21,61.70,65.00
2016,男,北北基,新北市,口腔,1108,55.70,55.00
2016,男,北北基,新北市,食道,373,59.10,58.00
2016,男,北北基,新北市,胃,432,67.80,67.00
2016,男,北北基,新北市,大腸,1504,64.50,65.00
2016,男,北北基,新北市,肝,1155,62.50,62.00
2016,男,北北基,新北市,肺,1275,66.50,67.00
2016,男,北北基,新北市,皮膚,239,69.10,70.00
2016,男,北北基,新北市,攝護腺,819,72.20,72.00
2016,男,北北基,新北市,甲狀腺,165,49.30,50.00
2016,男,北北基,新北市,白血病,219,58.00,62.00
2016,男,北北基,新北市,非何杰金氏淋巴瘤,237,61.30,62.00
2016,男,桃竹苗,桃園市,口腔,476,55.10,55.00
2016,男,桃竹苗,桃園市,食道,197,58.40,57.00
2016,男,桃竹苗,桃園市,胃,215,68.60,69.00
2016,男,桃竹苗,桃園市,大腸,663,65.30,64.00
2016,男,桃竹苗,桃園市,肝,519,63.00,62.00
2016,男,桃竹苗,桃園市,肺,597,67.60,67.00
2016,男,桃竹苗,桃園市,皮膚,108,71.80,75.00
2016,男,桃竹苗,桃園市,攝護腺,376,73.20,74.00
2016,男,桃竹苗,桃園市,甲狀腺,67,49.60,48.00
2016,男,桃竹苗,桃園市,白血病,118,57.00,64.00
2016,男,桃竹苗,桃園市,非何杰金氏淋巴瘤,102,63.50,66.00
2016,男,東部,宜蘭縣,口腔,153,54.00,54.00
2016,男,東部,宜蘭縣,食道,74,58.30,55.00
2016,男,東部,宜蘭縣,胃,63,71.30,72.00
2016,男,東部,宜蘭縣,大腸,160,67.30,67.00
2016,男,東部,宜蘭縣,肝,184,65.30,65.00
2016,男,東部,宜蘭縣,肺,212,70.00,72.00
2016,男,東部,宜蘭縣,皮膚,55,76.50,78.00
2016,男,東部,宜蘭縣,攝護腺,141,73.50,74.00
2016,男,東部,宜蘭縣,甲狀腺,11,46.10,50.00
2016,男,東部,宜蘭縣,白血病,24,61.70,65.50
2016,男,東部,宜蘭縣,非何杰金氏淋巴瘤,30,63.50,66.50
2016,男,桃竹苗,苗栗縣,口腔,167,54.10,53.00
2016,男,桃竹苗,苗栗縣,食道,83,59.80,58.00
2016,男,桃竹苗,苗栗縣,胃,45,69.90,75.00
2016,男,桃竹苗,苗栗縣,大腸,239,64.80,65.00
2016,男,桃竹苗,苗栗縣,肝,174,63.90,62.50
2016,男,桃竹苗,苗栗縣,肺,182,67.90,68.50
2016,男,桃竹苗,苗栗縣,皮膚,37,68.70,75.00
2016,男,桃竹苗,苗栗縣,攝護腺,152,73.80,74.00
2016,男,桃竹苗,苗栗縣,甲狀腺,24,47.10,47.50
2016,男,桃竹苗,苗栗縣,白血病,30,52.40,63.00
2016,男,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,46,56.40,56.00
2016,男,中彰投,彰化縣,口腔,577,57.80,57.00
2016,男,中彰投,彰化縣,食道,149,60.50,60.00
2016,男,中彰投,彰化縣,胃,133,70.30,71.00
2016,男,中彰投,彰化縣,大腸,489,65.10,65.00
2016,男,中彰投,彰化縣,肝,479,65.00,65.00
2016,男,中彰投,彰化縣,肺,551,70.10,72.00
2016,男,中彰投,彰化縣,皮膚,93,72.80,73.00
2016,男,中彰投,彰化縣,攝護腺,295,73.90,75.00
2016,男,中彰投,彰化縣,甲狀腺,67,49.80,49.00
2016,男,中彰投,彰化縣,白血病,69,54.50,59.00
2016,男,中彰投,彰化縣,非何杰金氏淋巴瘤,71,63.60,65.00
2016,男,中彰投,南投縣,口腔,207,57.70,57.00
2016,男,中彰投,南投縣,食道,62,56.90,56.50
2016,男,中彰投,南投縣,胃,47,64.50,61.00
2016,男,中彰投,南投縣,大腸,176,65.90,65.00
2016,男,中彰投,南投縣,肝,176,66.10,66.00
2016,男,中彰投,南投縣,肺,177,69.80,70.00
2016,男,中彰投,南投縣,皮膚,39,66.80,67.00
2016,男,中彰投,南投縣,攝護腺,129,73.00,73.00
2016,男,中彰投,南投縣,甲狀腺,13,49.70,55.00
2016,男,中彰投,南投縣,白血病,29,65.80,64.00
2016,男,中彰投,南投縣,非何杰金氏淋巴瘤,28,62.80,63.50
2016,男,雲嘉南,雲林縣,口腔,366,57.90,57.00
2016,男,雲嘉南,雲林縣,食道,85,58.20,56.00
2016,男,雲嘉南,雲林縣,胃,75,67.90,70.00
2016,男,雲嘉南,雲林縣,大腸,275,68.00,71.00
2016,男,雲嘉南,雲林縣,肝,441,65.30,65.00
2016,男,雲嘉南,雲林縣,肺,303,68.80,70.00
2016,男,雲嘉南,雲林縣,皮膚,75,70.80,74.00
2016,男,雲嘉南,雲林縣,攝護腺,214,74.50,76.00
2016,男,雲嘉南,雲林縣,甲狀腺,19,52.50,53.00
2016,男,雲嘉南,雲林縣,白血病,47,58.30,63.00
2016,男,雲嘉南,雲林縣,非何杰金氏淋巴瘤,36,61.00,60.00
2016,男,高屏,屏東縣,口腔,412,55.90,55.00
2016,男,高屏,屏東縣,食道,147,56.20,55.00
2016,男,高屏,屏東縣,胃,98,69.30,71.00
2016,男,高屏,屏東縣,大腸,366,64.80,65.00
2016,男,高屏,屏東縣,肝,346,63.60,64.00
2016,男,高屏,屏東縣,肺,316,68.60,68.50
2016,男,高屏,屏東縣,皮膚,127,71.40,75.00
2016,男,高屏,屏東縣,攝護腺,189,73.80,74.00
2016,男,高屏,屏東縣,甲狀腺,36,51.20,52.50
2016,男,高屏,屏東縣,白血病,51,55.70,63.00
2016,男,高屏,屏東縣,非何杰金氏淋巴瘤,60,62.50,64.00
2016,男,外島,澎湖縣,口腔,20,53.20,53.00
2016,男,外島,澎湖縣,食道,11,60.40,58.00
2016,男,外島,澎湖縣,胃,5,66.20,63.00
2016,男,外島,澎湖縣,大腸,36,64.60,63.00
2016,男,外島,澎湖縣,肝,43,59.90,58.00
2016,男,外島,澎湖縣,肺,33,70.50,72.00
2016,男,外島,澎湖縣,皮膚,12,78.10,81.50
2016,男,外島,澎湖縣,攝護腺,27,72.60,72.00
2016,男,外島,澎湖縣,甲狀腺,6,53.30,53.50
2016,男,外島,澎湖縣,白血病,3,71.70,70.00
2016,男,外島,澎湖縣,非何杰金氏淋巴瘤,6,56.00,53.50
2016,男,東部,花蓮縣,口腔,142,56.90,55.00
2016,男,東部,花蓮縣,食道,69,61.10,59.00
2016,男,東部,花蓮縣,胃,53,71.20,74.00
2016,男,東部,花蓮縣,大腸,118,66.80,65.00
2016,男,東部,花蓮縣,肝,115,62.90,62.00
2016,男,東部,花蓮縣,肺,97,68.10,68.00
2016,男,東部,花蓮縣,皮膚,40,70.80,75.00
2016,男,東部,花蓮縣,攝護腺,74,73.30,74.00
2016,男,東部,花蓮縣,甲狀腺,5,51.60,58.00
2016,男,東部,花蓮縣,白血病,35,62.50,62.00
2016,男,東部,花蓮縣,非何杰金氏淋巴瘤,25,65.80,64.00
2016,男,東部,台東縣,口腔,114,59.10,58.00
2016,男,東部,台東縣,食道,43,59.50,60.00
2016,男,東部,台東縣,胃,30,67.10,66.00
2016,男,東部,台東縣,大腸,75,64.30,64.00
2016,男,東部,台東縣,肝,72,64.00,61.50
2016,男,東部,台東縣,肺,83,69.90,71.00
2016,男,東部,台東縣,皮膚,22,71.10,73.00
2016,男,東部,台東縣,攝護腺,43,74.40,75.00
2016,男,東部,台東縣,甲狀腺,2,61.00,61.00
2016,男,東部,台東縣,白血病,13,64.60,68.00
2016,男,東部,台東縣,非何杰金氏淋巴瘤,14,67.90,71.00
2016,男,外島,金門縣,口腔,6,50.80,52.00
2016,男,外島,金門縣,食道,11,59.80,59.00
2016,男,外島,金門縣,胃,4,78.30,79.00
2016,男,外島,金門縣,大腸,19,63.80,62.00
2016,男,外島,金門縣,肝,22,58.10,57.00
2016,男,外島,金門縣,肺,19,70.80,69.00
2016,男,外島,金門縣,皮膚,2,81.00,81.00
2016,男,外島,金門縣,攝護腺,8,81.80,80.50
2016,男,外島,金門縣,甲狀腺,4,52.80,45.50
2016,男,外島,金門縣,白血病,1,78.00,78.00
2016,男,外島,金門縣,非何杰金氏淋巴瘤,3,59.70,53.00
2016,男,外島,連江縣,口腔,1,46.00,46.00
2016,男,外島,連江縣,食道,2,58.00,58.00
2016,男,外島,連江縣,胃,2,54.50,54.50
2016,男,外島,連江縣,大腸,3,63.30,62.00
2016,男,外島,連江縣,肝,4,57.50,56.00
2016,男,外島,連江縣,肺,3,65.30,62.00
2016,男,外島,連江縣,皮膚,1,59.00,59.00
2016,男,外島,連江縣,攝護腺,1,57.00,57.00
2016,女,北北基,台北市,口腔,70,60.80,61.50
2016,女,北北基,台北市,食道,19,71.10,69.00
2016,女,北北基,台北市,胃,155,69.70,73.00
2016,女,北北基,台北市,大腸,883,67.90,69.00
2016,女,北北基,台北市,肝,318,71.50,74.00
2016,女,北北基,台北市,肺,863,65.90,66.00
2016,女,北北基,台北市,皮膚,163,69.50,72.00
2016,女,北北基,台北市,女性乳房,1894,56.70,56.00
2016,女,北北基,台北市,女性生殖器癌症,2,54.50,54.50
2016,女,北北基,台北市,女性生殖器癌症,143,58.30,58.00
2016,女,北北基,台北市,女性生殖器癌症,371,57.80,57.00
2016,女,北北基,台北市,女性生殖器癌症,213,55.50,54.00
2016,女,北北基,台北市,甲狀腺,390,49.50,51.00
2016,女,北北基,台北市,白血病,135,54.90,60.00
2016,女,北北基,台北市,非何杰金氏淋巴瘤,148,68.30,70.00
2016,女,中彰投,台中市,口腔,78,61.30,60.50
2016,女,中彰投,台中市,食道,12,70.00,66.50
2016,女,中彰投,台中市,胃,161,66.00,67.00
2016,女,中彰投,台中市,大腸,774,65.30,66.00
2016,女,中彰投,台中市,肝,368,70.70,72.00
2016,女,中彰投,台中市,肺,659,64.50,64.00
2016,女,中彰投,台中市,皮膚,151,71.70,74.00
2016,女,中彰投,台中市,女性乳房,1497,54.60,54.00
2016,女,中彰投,台中市,女性生殖器癌症,2,53.50,53.50
2016,女,中彰投,台中市,女性生殖器癌症,190,56.00,55.00
2016,女,中彰投,台中市,女性生殖器癌症,310,55.60,56.00
2016,女,中彰投,台中市,女性生殖器癌症,177,52.30,51.00
2016,女,中彰投,台中市,甲狀腺,290,48.60,49.00
2016,女,中彰投,台中市,白血病,131,58.10,61.00
2016,女,中彰投,台中市,非何杰金氏淋巴瘤,122,60.90,61.00
2016,女,雲嘉南,台南市,口腔,50,64.10,63.50
2016,女,雲嘉南,台南市,食道,9,73.30,79.00
2016,女,雲嘉南,台南市,胃,123,69.70,68.00
2016,女,雲嘉南,台南市,大腸,610,66.20,67.00
2016,女,雲嘉南,台南市,肝,408,70.60,72.00
2016,女,雲嘉南,台南市,肺,477,65.60,65.00
2016,女,雲嘉南,台南市,皮膚,230,74.30,77.00
2016,女,雲嘉南,台南市,女性乳房,991,55.50,54.00
2016,女,雲嘉南,台南市,女性生殖器癌症,117,61.00,60.00
2016,女,雲嘉南,台南市,女性生殖器癌症,188,55.10,55.00
2016,女,雲嘉南,台南市,女性生殖器癌症,121,53.90,54.00
2016,女,雲嘉南,台南市,甲狀腺,268,48.60,49.00
2016,女,雲嘉南,台南市,白血病,70,54.40,59.00
2016,女,雲嘉南,台南市,非何杰金氏淋巴瘤,90,62.40,65.00
2016,女,高屏,高雄市,口腔,69,60.60,61.00
2016,女,高屏,高雄市,食道,21,64.30,62.00
2016,女,高屏,高雄市,胃,148,66.80,66.50
2016,女,高屏,高雄市,大腸,867,65.20,65.00
2016,女,高屏,高雄市,肝,509,69.70,70.00
2016,女,高屏,高雄市,肺,679,65.40,65.00
2016,女,高屏,高雄市,皮膚,260,71.20,73.00
2016,女,高屏,高雄市,女性乳房,1548,55.60,55.00
2016,女,高屏,高雄市,女性生殖器癌症,2,40.50,40.50
2016,女,高屏,高雄市,女性生殖器癌症,171,57.00,57.00
2016,女,高屏,高雄市,女性生殖器癌症,295,53.50,54.00
2016,女,高屏,高雄市,女性生殖器癌症,179,52.20,53.00
2016,女,高屏,高雄市,甲狀腺,410,50.50,51.00
2016,女,高屏,高雄市,白血病,126,60.00,62.00
2016,女,高屏,高雄市,非何杰金氏淋巴瘤,131,63.00,65.00
2016,女,北北基,基隆市,口腔,16,62.20,68.50
2016,女,北北基,基隆市,食道,9,65.20,57.00
2016,女,北北基,基隆市,胃,24,66.70,68.00
2016,女,北北基,基隆市,大腸,87,65.10,64.00
2016,女,北北基,基隆市,肝,67,72.30,75.00
2016,女,北北基,基隆市,肺,93,65.40,66.00
2016,女,北北基,基隆市,皮膚,15,73.80,78.00
2016,女,北北基,基隆市,女性乳房,222,57.30,55.00
2016,女,北北基,基隆市,女性生殖器癌症,22,58.00,58.50
2016,女,北北基,基隆市,女性生殖器癌症,44,54.10,54.50
2016,女,北北基,基隆市,女性生殖器癌症,35,59.80,60.00
2016,女,北北基,基隆市,甲狀腺,40,52.10,52.00
2016,女,北北基,基隆市,白血病,23,51.70,55.00
2016,女,北北基,基隆市,非何杰金氏淋巴瘤,20,64.00,63.00
2016,女,北北基,新北市,口腔,104,60.90,60.00
2016,女,北北基,新北市,食道,39,62.30,58.00
2016,女,北北基,新北市,胃,242,67.90,66.50
2016,女,北北基,新北市,大腸,1110,64.50,64.00
2016,女,北北基,新北市,肝,461,69.80,71.00
2016,女,北北基,新北市,肺,1094,64.20,64.00
2016,女,北北基,新北市,皮膚,193,69.60,71.00
2016,女,北北基,新北市,女性乳房,2527,54.50,54.00
2016,女,北北基,新北市,女性生殖器癌症,2,27.00,27.00
2016,女,北北基,新北市,女性生殖器癌症,267,56.60,55.00
2016,女,北北基,新北市,女性生殖器癌症,488,55.40,56.00
2016,女,北北基,新北市,女性生殖器癌症,296,52.10,53.00
2016,女,北北基,新北市,甲狀腺,521,48.50,49.00
2016,女,北北基,新北市,白血病,164,56.70,61.00
2016,女,北北基,新北市,非何杰金氏淋巴瘤,220,61.30,63.00
2016,女,桃竹苗,桃園市,口腔,65,62.20,63.00
2016,女,桃竹苗,桃園市,食道,15,62.20,62.00
2016,女,桃竹苗,桃園市,胃,92,66.40,65.50
2016,女,桃竹苗,桃園市,大腸,548,64.50,64.00
2016,女,桃竹苗,桃園市,肝,227,68.80,70.00
2016,女,桃竹苗,桃園市,肺,420,63.50,63.50
2016,女,桃竹苗,桃園市,皮膚,97,70.00,73.00
2016,女,桃竹苗,桃園市,女性乳房,1069,54.60,54.00
2016,女,桃竹苗,桃園市,女性生殖器癌症,135,57.10,57.00
2016,女,桃竹苗,桃園市,女性生殖器癌症,210,54.80,55.00
2016,女,桃竹苗,桃園市,女性生殖器癌症,122,51.20,52.00
2016,女,桃竹苗,桃園市,甲狀腺,203,47.20,48.00
2016,女,桃竹苗,桃園市,白血病,81,51.40,57.00
2016,女,桃竹苗,桃園市,非何杰金氏淋巴瘤,96,58.70,61.00
2016,女,東部,宜蘭縣,口腔,12,64.50,62.00
2016,女,東部,宜蘭縣,食道,5,68.40,68.00
2016,女,東部,宜蘭縣,胃,51,71.60,73.00
2016,女,東部,宜蘭縣,大腸,133,69.30,73.00
2016,女,東部,宜蘭縣,肝,82,71.20,73.50
2016,女,東部,宜蘭縣,肺,115,69.30,71.00
2016,女,東部,宜蘭縣,皮膚,37,75.10,77.00
2016,女,東部,宜蘭縣,女性乳房,243,57.90,56.00
2016,女,東部,宜蘭縣,女性生殖器癌症,29,56.80,54.00
2016,女,東部,宜蘭縣,女性生殖器癌症,30,54.60,54.50
2016,女,東部,宜蘭縣,女性生殖器癌症,23,51.00,55.00
2016,女,東部,宜蘭縣,甲狀腺,43,50.40,52.00
2016,女,東部,宜蘭縣,白血病,23,63.70,63.00
2016,女,東部,宜蘭縣,非何杰金氏淋巴瘤,18,64.90,61.50
2016,女,桃竹苗,苗栗縣,口腔,19,62.90,67.00
2016,女,桃竹苗,苗栗縣,食道,3,72.70,84.00
2016,女,桃竹苗,苗栗縣,胃,33,74.50,75.00
2016,女,桃竹苗,苗栗縣,大腸,176,69.50,70.50
2016,女,桃竹苗,苗栗縣,肝,85,72.30,72.00
2016,女,桃竹苗,苗栗縣,肺,116,68.30,68.00
2016,女,桃竹苗,苗栗縣,皮膚,44,76.90,77.50
2016,女,桃竹苗,苗栗縣,女性乳房,240,57.00,56.00
2016,女,桃竹苗,苗栗縣,女性生殖器癌症,31,54.10,55.00
2016,女,桃竹苗,苗栗縣,女性生殖器癌症,59,57.10,56.00
2016,女,桃竹苗,苗栗縣,女性生殖器癌症,33,50.50,49.00
2016,女,桃竹苗,苗栗縣,甲狀腺,58,48.90,50.00
2016,女,桃竹苗,苗栗縣,白血病,28,55.50,59.00
2016,女,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,24,62.40,63.00
2016,女,中彰投,彰化縣,口腔,22,62.70,64.50
2016,女,中彰投,彰化縣,食道,5,65.40,55.00
2016,女,中彰投,彰化縣,胃,72,69.60,70.00
2016,女,中彰投,彰化縣,大腸,384,68.70,72.00
2016,女,中彰投,彰化縣,肝,189,71.60,73.00
2016,女,中彰投,彰化縣,肺,386,66.60,67.00
2016,女,中彰投,彰化縣,皮膚,98,73.10,76.00
2016,女,中彰投,彰化縣,女性乳房,559,55.90,55.00
2016,女,中彰投,彰化縣,女性生殖器癌症,61,62.90,62.00
2016,女,中彰投,彰化縣,女性生殖器癌症,134,55.20,56.00
2016,女,中彰投,彰化縣,女性生殖器癌症,80,54.30,53.00
2016,女,中彰投,彰化縣,甲狀腺,172,48.60,48.00
2016,女,中彰投,彰化縣,白血病,51,63.60,65.00
2016,女,中彰投,彰化縣,非何杰金氏淋巴瘤,48,63.10,61.00
2016,女,中彰投,南投縣,口腔,15,60.10,59.00
2016,女,中彰投,南投縣,食道,1,60.00,60.00
2016,女,中彰投,南投縣,胃,34,70.70,69.50
2016,女,中彰投,南投縣,大腸,155,67.70,68.00
2016,女,中彰投,南投縣,肝,83,71.10,73.00
2016,女,中彰投,南投縣,肺,103,65.20,62.00
2016,女,中彰投,南投縣,皮膚,32,74.00,79.00
2016,女,中彰投,南投縣,女性乳房,227,57.10,57.00
2016,女,中彰投,南投縣,女性生殖器癌症,30,64.90,63.00
2016,女,中彰投,南投縣,女性生殖器癌症,55,57.00,55.00
2016,女,中彰投,南投縣,女性生殖器癌症,22,51.90,52.50
2016,女,中彰投,南投縣,甲狀腺,47,47.40,47.00
2016,女,中彰投,南投縣,白血病,20,60.90,66.50
2016,女,中彰投,南投縣,非何杰金氏淋巴瘤,22,60.00,58.50
2016,女,雲嘉南,雲林縣,口腔,24,61.90,55.50
2016,女,雲嘉南,雲林縣,食道,2,67.50,67.50
2016,女,雲嘉南,雲林縣,胃,38,71.70,76.50
2016,女,雲嘉南,雲林縣,大腸,181,67.90,70.00
2016,女,雲嘉南,雲林縣,肝,194,71.40,73.00
2016,女,雲嘉南,雲林縣,肺,192,69.30,70.00
2016,女,雲嘉南,雲林縣,皮膚,64,74.20,75.00
2016,女,雲嘉南,雲林縣,女性乳房,267,57.10,56.00
2016,女,雲嘉南,雲林縣,女性生殖器癌症,36,59.40,59.00
2016,女,雲嘉南,雲林縣,女性生殖器癌症,49,58.00,57.00
2016,女,雲嘉南,雲林縣,女性生殖器癌症,43,58.00,61.00
2016,女,雲嘉南,雲林縣,甲狀腺,69,49.40,48.00
2016,女,雲嘉南,雲林縣,白血病,21,58.80,73.00
2016,女,雲嘉南,雲林縣,非何杰金氏淋巴瘤,23,66.50,70.00
2016,女,高屏,屏東縣,口腔,47,64.40,63.00
2016,女,高屏,屏東縣,食道,15,58.80,59.00
2016,女,高屏,屏東縣,胃,51,72.50,73.00
2016,女,高屏,屏東縣,大腸,231,64.90,66.00
2016,女,高屏,屏東縣,肝,143,68.60,69.00
2016,女,高屏,屏東縣,肺,178,67.60,67.00
2016,女,高屏,屏東縣,皮膚,94,72.00,74.00
2016,女,高屏,屏東縣,女性乳房,387,55.50,54.00
2016,女,高屏,屏東縣,女性生殖器癌症,71,57.30,55.00
2016,女,高屏,屏東縣,女性生殖器癌症,72,55.20,55.00
2016,女,高屏,屏東縣,女性生殖器癌症,55,55.60,55.00
2016,女,高屏,屏東縣,甲狀腺,86,50.00,51.00
2016,女,高屏,屏東縣,白血病,37,56.40,58.00
2016,女,高屏,屏東縣,非何杰金氏淋巴瘤,41,61.70,61.00
2016,女,東部,花蓮縣,口腔,17,63.40,62.00
2016,女,東部,花蓮縣,食道,10,59.30,55.50
2016,女,東部,花蓮縣,胃,13,70.20,77.00
2016,女,東部,花蓮縣,大腸,69,66.50,67.00
2016,女,東部,花蓮縣,肝,57,68.40,67.00
2016,女,東部,花蓮縣,肺,80,66.30,67.50
2016,女,東部,花蓮縣,皮膚,26,74.80,75.50
2016,女,東部,花蓮縣,女性乳房,157,56.50,56.00
2016,女,東部,花蓮縣,女性生殖器癌症,16,64.30,66.00
2016,女,東部,花蓮縣,女性生殖器癌症,21,60.40,66.00
2016,女,東部,花蓮縣,女性生殖器癌症,21,57.80,58.00
2016,女,東部,花蓮縣,甲狀腺,22,51.70,53.00
2016,女,東部,花蓮縣,白血病,17,67.00,68.00
2016,女,東部,花蓮縣,非何杰金氏淋巴瘤,11,55.80,58.00
2016,女,東部,台東縣,口腔,23,63.50,61.00
2016,女,東部,台東縣,食道,4,57.00,55.00
2016,女,東部,台東縣,胃,20,74.20,76.50
2016,女,東部,台東縣,大腸,46,69.60,75.50
2016,女,東部,台東縣,肝,44,72.10,74.00
2016,女,東部,台東縣,肺,55,67.50,70.00
2016,女,東部,台東縣,皮膚,13,72.60,77.00
2016,女,東部,台東縣,女性乳房,95,58.10,57.00
2016,女,東部,台東縣,女性生殖器癌症,17,55.70,55.00
2016,女,東部,台東縣,女性生殖器癌症,17,56.40,57.00
2016,女,東部,台東縣,女性生殖器癌症,11,54.10,57.00
2016,女,東部,台東縣,甲狀腺,20,52.50,51.50
2016,女,東部,台東縣,白血病,8,66.40,71.50
2016,女,東部,台東縣,非何杰金氏淋巴瘤,10,65.60,71.50
2017,全,北北基,台北市,口腔,482,60.70,60.00
2017,全,北北基,台北市,食道,201,63.70,63.00
2017,全,北北基,台北市,胃,480,69.60,70.00
2017,全,北北基,台北市,大腸,1895,67.60,67.00
2017,全,北北基,台北市,肝,948,68.80,69.00
2017,全,北北基,台北市,肺,1996,67.70,67.00
2017,全,北北基,台北市,皮膚,347,71.20,72.00
2017,全,北北基,台北市,甲狀腺,591,51.60,52.00
2017,全,北北基,台北市,白血病,310,60.20,63.50
2017,全,北北基,台北市,非何杰金氏淋巴瘤,374,65.80,67.00
2017,全,中彰投,台中市,口腔,913,56.80,56.00
2017,全,中彰投,台中市,食道,348,60.50,59.00
2017,全,中彰投,台中市,胃,412,67.00,66.50
2017,全,中彰投,台中市,大腸,1877,64.50,64.00
2017,全,中彰投,台中市,肝,1263,66.80,67.00
2017,全,中彰投,台中市,肺,1589,65.70,65.00
2017,全,中彰投,台中市,皮膚,373,69.80,73.00
2017,全,中彰投,台中市,甲狀腺,477,47.90,48.00
2017,全,中彰投,台中市,白血病,304,59.30,63.00
2017,全,中彰投,台中市,非何杰金氏淋巴瘤,303,61.80,63.00
2017,全,雲嘉南,台南市,口腔,566,56.20,56.00
2017,全,雲嘉南,台南市,食道,201,58.80,58.00
2017,全,雲嘉南,台南市,胃,285,68.50,68.00
2017,全,雲嘉南,台南市,大腸,1634,66.30,67.00
2017,全,雲嘉南,台南市,肝,1187,66.40,66.00
2017,全,雲嘉南,台南市,肺,1298,67.70,68.00
2017,全,雲嘉南,台南市,皮膚,521,72.70,76.00
2017,全,雲嘉南,台南市,甲狀腺,378,49.60,51.00
2017,全,雲嘉南,台南市,白血病,190,62.40,67.00
2017,全,雲嘉南,台南市,非何杰金氏淋巴瘤,246,62.70,63.00
2017,全,高屏,高雄市,口腔,1092,57.10,56.00
2017,全,高屏,高雄市,食道,340,59.00,57.00
2017,全,高屏,高雄市,胃,440,66.70,67.00
2017,全,高屏,高雄市,大腸,2240,65.40,65.00
2017,全,高屏,高雄市,肝,1683,65.70,66.00
2017,全,高屏,高雄市,肺,1757,66.40,66.00
2017,全,高屏,高雄市,皮膚,663,71.20,73.00
2017,全,高屏,高雄市,甲狀腺,576,50.50,51.00
2017,全,高屏,高雄市,白血病,326,57.90,62.00
2017,全,高屏,高雄市,非何杰金氏淋巴瘤,331,62.50,64.00
2017,全,北北基,基隆市,口腔,122,57.80,56.50
2017,全,北北基,基隆市,食道,51,56.60,54.00
2017,全,北北基,基隆市,胃,83,69.00,67.00
2017,全,北北基,基隆市,大腸,272,65.90,65.50
2017,全,北北基,基隆市,肝,228,66.30,67.00
2017,全,北北基,基隆市,肺,250,68.70,68.00
2017,全,北北基,基隆市,皮膚,33,64.50,66.00
2017,全,北北基,基隆市,甲狀腺,50,49.30,48.00
2017,全,北北基,基隆市,白血病,56,66.10,67.00
2017,全,北北基,基隆市,非何杰金氏淋巴瘤,44,62.10,62.00
2017,全,北北基,新北市,口腔,1248,57.20,57.00
2017,全,北北基,新北市,食道,453,60.20,58.00
2017,全,北北基,新北市,胃,687,68.30,68.00
2017,全,北北基,新北市,大腸,2722,64.50,64.00
2017,全,北北基,新北市,肝,1612,64.90,64.00
2017,全,北北基,新北市,肺,2484,66.10,66.00
2017,全,北北基,新北市,皮膚,434,67.90,68.00
2017,全,北北基,新北市,甲狀腺,696,49.10,49.00
2017,全,北北基,新北市,白血病,410,57.00,59.00
